ID_Encomenda,Data_Calendario,Produto,Quantidade,Preco_Unitario,Estado_Encomenda
ENC-2224,2025-12-17 13:42:00,Banoffee,6,14.0,Entregue
ENC-1110,2025-12-17 13:42:00,Morangoffee,3,14.0,Entregue
ENC-1909,2025-12-17 15:52:00,Churros,3,12.0,Entregue
ENC-2235,2025-12-17 16:14:00,Pudim,5,8.0,Entregue
ENC-1187,2025-12-17 19:55:00,Churros,8,12.0,Entregue
ENC-1517,2025-12-17 23:36:00,Pudim,7,8.0,Entregue
ENC-2528,2025-12-18 11:47:00,Pudim,6,8.0,Entregue
ENC-1663,2025-12-18 15:20:00,Banoffee,3,14.0,Entregue
ENC-2510,2025-12-18 17:26:00,Churros,10,12.0,Entregue
ENC-2677,2025-12-18 17:54:00,Bolo,6,12.0,Entregue
ENC-1997,2025-12-18 18:30:00,Bolo,3,12.0,Cancelada
ENC-2817,2025-12-18 18:44:00,Morangoffee,5,14.0,Entregue
ENC-2135,2025-12-18 20:57:00,Churros,7,12.0,Entregue
ENC-1492,2025-12-18 22:29:00,Churros,9,12.0,Entregue
ENC-1499,2025-12-18 23:28:00,Bolo,2,12.0,Cancelada
ENC-2788,2025-12-19 15:50:00,Morangoffee,7,14.0,Entregue
ENC-2003,2025-12-19 17:32:00,Pudim,7,8.0,Entregue
ENC-1704,2025-12-19 21:15:00,Pudim,8,8.0,Entregue
ENC-2037,2025-12-20 11:05:00,Bolo,10,12.0,Entregue
ENC-1816,2025-12-20 21:55:00,Bolo,10,12.0,Entregue
ENC-2424,2025-12-21 11:32:00,Pudim,8,8.0,Entregue
ENC-2858,2025-12-21 13:01:00,Morangoffee,8,14.0,Cancelada
ENC-1852,2025-12-21 18:16:00,Morangoffee,8,14.0,Entregue
ENC-2157,2025-12-21 18:54:00,Churros,9,12.0,Entregue
ENC-2201,2025-12-21 19:53:00,Pudim,10,8.0,Entregue
ENC-2345,2025-12-21 20:39:00,Morangoffee,9,14.0,Entregue
ENC-1696,2025-12-22 11:29:00,Bolo,4,12.0,Entregue
ENC-1269,2025-12-22 14:07:00,Pudim,9,8.0,Entregue
ENC-2359,2025-12-22 17:15:00,Banoffee,7,14.0,Entregue
ENC-2891,2025-12-22 18:19:00,Banoffee,8,14.0,Entregue
ENC-1656,2025-12-22 20:21:00,Churros,10,12.0,Entregue
ENC-2265,2025-12-23 11:21:00,Banoffee,1,14.0,Entregue
ENC-1694,2025-12-23 11:38:00,Churros,10,12.0,Entregue
ENC-1428,2025-12-23 11:38:00,Banoffee,4,14.0,Entregue
ENC-1273,2025-12-23 11:42:00,Morangoffee,1,14.0,Entregue
ENC-1564,2025-12-23 15:04:00,Pudim,8,8.0,Entregue
ENC-1726,2025-12-24 12:05:00,Churros,2,12.0,Entregue
ENC-1621,2025-12-24 15:25:00,Morangoffee,1,14.0,Entregue
ENC-1470,2025-12-24 17:54:00,Churros,6,12.0,Entregue
ENC-1167,2025-12-24 18:56:00,Pudim,9,8.0,Entregue
ENC-1237,2025-12-25 12:56:00,Pudim,8,8.0,Entregue
ENC-2097,2025-12-25 14:44:00,Pudim,2,8.0,Entregue
ENC-1913,2025-12-25 14:46:00,Morangoffee,3,14.0,Entregue
ENC-2171,2025-12-25 15:51:00,Churros,1,12.0,Cancelada
ENC-2945,2025-12-25 15:53:00,Pudim,8,8.0,Entregue
ENC-2142,2025-12-25 17:03:00,Banoffee,10,14.0,Entregue
ENC-2038,2025-12-25 18:32:00,Pudim,2,8.0,Entregue
ENC-1877,2025-12-25 19:36:00,Banoffee,8,14.0,Cancelada
ENC-1504,2025-12-25 22:35:00,Churros,6,12.0,Entregue
ENC-1480,2025-12-25 23:12:00,Morangoffee,10,14.0,Entregue
ENC-2519,2025-12-25 23:48:00,Banoffee,5,14.0,Entregue
ENC-2083,2025-12-26 19:29:00,Morangoffee,3,14.0,Entregue
ENC-2292,2025-12-26 20:07:00,Morangoffee,10,14.0,Entregue
ENC-1121,2025-12-26 21:46:00,Banoffee,6,14.0,Entregue
ENC-2689,2025-12-27 11:17:00,Banoffee,5,14.0,Entregue
ENC-1359,2025-12-27 14:04:00,Churros,10,12.0,Entregue
ENC-1673,2025-12-27 17:09:00,Pudim,5,8.0,Cancelada
ENC-2926,2025-12-27 21:12:00,Churros,9,12.0,Entregue
ENC-2073,2025-12-27 21:50:00,Morangoffee,4,14.0,Entregue
ENC-1097,2025-12-28 12:24:00,Bolo,4,12.0,Cancelada
ENC-2548,2025-12-28 14:26:00,Churros,8,12.0,Entregue
ENC-1941,2025-12-28 15:04:00,Churros,1,12.0,Entregue
ENC-2530,2025-12-28 15:17:00,Pudim,6,8.0,Entregue
ENC-2409,2025-12-28 17:22:00,Bolo,7,12.0,Cancelada
ENC-1439,2025-12-28 18:54:00,Churros,9,12.0,Entregue
ENC-2300,2025-12-28 19:43:00,Morangoffee,3,14.0,Cancelada
ENC-1059,2025-12-28 20:14:00,Banoffee,3,14.0,Cancelada
ENC-1932,2025-12-28 22:19:00,Pudim,5,8.0,Entregue
ENC-2341,2025-12-28 23:44:00,Pudim,9,8.0,Entregue
ENC-1336,2025-12-28 23:46:00,Bolo,1,12.0,Cancelada
ENC-1131,2025-12-29 12:59:00,Banoffee,5,14.0,Entregue
ENC-2177,2025-12-29 15:45:00,Pudim,10,8.0,Entregue
ENC-2681,2025-12-29 17:17:00,Churros,5,12.0,Entregue
ENC-1767,2025-12-29 18:09:00,Pudim,10,8.0,Entregue
ENC-2287,2025-12-29 20:31:00,Pudim,9,8.0,Entregue
ENC-1679,2025-12-29 21:58:00,Pudim,1,8.0,Entregue
ENC-2310,2025-12-30 14:30:00,Bolo,5,12.0,Entregue
ENC-2969,2025-12-30 15:39:00,Bolo,6,12.0,Entregue
ENC-2318,2025-12-30 16:13:00,Morangoffee,6,14.0,Entregue
ENC-1321,2025-12-30 16:43:00,Bolo,7,12.0,Entregue
ENC-1070,2025-12-30 20:24:00,Bolo,7,12.0,Entregue
ENC-1148,2025-12-30 20:25:00,Bolo,6,12.0,Entregue
ENC-1384,2025-12-30 20:28:00,Bolo,2,12.0,Entregue
ENC-1534,2025-12-30 21:03:00,Morangoffee,3,14.0,Entregue
ENC-1471,2025-12-31 12:53:00,Banoffee,4,14.0,Entregue
ENC-1885,2025-12-31 13:11:00,Pudim,5,8.0,Entregue
ENC-2092,2025-12-31 14:21:00,Pudim,7,8.0,Entregue
ENC-2665,2025-12-31 18:06:00,Banoffee,4,14.0,Entregue
ENC-2477,2025-12-31 18:34:00,Pudim,9,8.0,Entregue
ENC-2864,2025-12-31 20:14:00,Pudim,7,8.0,Entregue
ENC-1039,2025-12-31 20:52:00,Churros,2,12.0,Entregue
